speaker,token,diortri,focus_condition,focus_no,citation_tone,sandhi_tone,sandhi_tone_var,citation_no,ind_no,sync_tone1,sync_tone2,sync_tone3,hist_tone1,hist_tone2,hist_tone3,syntax
S1,青椒,di,ct,,HH_HH,HMML,RFLL,1,S1_1_ct,HH,HH,,yinping,yinping,,L
S1,水牛,di,ct,,HH_RF,MHHL,,2,S1_2_ct,HH,RF,,yinshang,yangping,,L
S1,书包,di,ct,,HH_HH,HMML,RFLL,3,S1_3_ct,HH,HH,,yinping,yinping,,L
S1,买布,di,ct,,LH_HL,LLHL,,4,S1_4_ct,LH,HL,,yangshang,yinqu,,V
S1,苦瓜,di,ct,,HH_HH,MHHL,,5,S1_5_ct,HH,HH,,yinshang,yinping,,L
S1,黄瓜,di,ct,,RF_HH,LLHH,LLMH,6,S1_6_ct,RF,HH,,yangping,yinping,,L
S1,手机,di,ct,,HH_HH,MHHL,,7,S1_7_ct,HH,HH,,yinshang,yinping,,L
S1,老店,di,ct,,RF_HL,LLHL,LMHL,8,S1_8_ct,RF,HL,,yangshang,yinqu,,M
S1,樱花,di,ct,,HH_HH,MHHL,,9,S1_9_ct,HH,HH,,yinping,yinping,,L
S1,开店,di,ct,,HH_HL,MHHL,,10,S1_10_ct,HH,HL,,yinping,yinqu,,V
S1,青菜,di,ct,,HH_HL,HMML,RFLL,11,S1_11_ct,HH,HL,,yinping,yinqu,,L
S1,小门,di,ct,,HH_RF,MHHL,,12,S1_12_ct,HH,RF,,yinshang,yangping,,M
S1,采花,di,ct,,HH_HH,HMML,,13,S1_13_ct,HH,HH,,yinshang,yinping,,V
S1,小店,di,ct,,HH_HL,MHHL,,14,S1_14_ct,HH,HL,,yinshang,yinqu,,M
S1,海带,di,ct,,HH_HL,MHHL,,15,S1_15_ct,HH,HL,,yinshang,yinqu,,L
S1,黄布,di,ct,,RF_HL,LMML,LHML,16,S1_16_ct,RF,HL,,yangping,yinqu,,M
S1,樱桃,di,ct,,HH_RF,MHHL,,17,S1_17_ct,HH,RF,,yinping,yangping,,L
S1,修门,di,ct,,HH_RF,MHHL,,18,S1_18_ct,HH,RF,,yinping,yangping,,V
S1,草莓,di,ct,,HH_RF,MHHL,,19,S1_19_ct,HH,RF,,yinshang,yangping,,L
S1,老车,di,ct,,RF_HH,LLHL,LMHL,20,S1_20_ct,RF,HH,,yangshang,yinping,,M
S1,书房,di,ct,,HH_RF,HMML,RFLL,21,S1_21_ct,HH,RF,,yinping,yangping,,L
S1,买饭,di,ct,,LH_LH,LLLH,,22,S1_22_ct,LH,LH,,yangshang,yangqu,,V
S1,手链,di,ct,,HH_RF,MHHL,,23,S1_23_ct,HH,RF,,yinshang,yangqu,,L
S1,造纸,di,ct,,RF_HH,,,24,S1_24_ct,RF,HH,,yangqu,yinshang,,V
S1,青豆,di,ct,,HH_LH,HMML,RFLL,25,S1_25_ct,HH,LH,,yinping,yangqu,,L
S1,小树,di,ct,,HH_LH,MHHL,,26,S1_26_ct,HH,LH,,yinshang,yangqu,,M
S1,扁豆,di,ct,,HH_LH,MHHL,,27,S1_27_ct,HH,LH,,yinshang,yangqu,,L
S1,黄绳,di,ct,,RF_RF,LLLM,,28,S1_28_ct,RF,RF,,yangping,yangping,,M
S1,梅花,di,ct,,RF_HH,LLHH,LLMH,29,S1_29_ct,RF,HH,,yangping,yinping,,L
S1,开锁,di,ct,,HH_HH,HMML,,30,S1_30_ct,HH,HH,,yinping,yinshang,,V
S1,皮袄,di,ct,,RF_HH,LLHH,LLMH,31,S1_31_ct,RF,HH,,yangping,yinshang,,M
S1,买茶,di,ct,,LH_RF,LLRF,,32,S1_32_ct,LH,RF,,yangshang,yangping,,V
S1,油菜,di,ct,,RF_HL,LMML,,33,S1_33_ct,RF,HL,,yangping,yinqu,,L
S1,采桃,di,ct,,HH_RF,MMMH,,34,S1_34_ct,HH,RF,,yinshang,yangping,,V
S1,杨梅,di,ct,,RF_RF,LLLM,,35,S1_35_ct,RF,RF,,yangping,yangping,,L
S1,买花,di,ct,,LH_HH,LLHH,,36,S1_36_ct,LH,HH,,yangshang,yinping,,V
S1,杨桃,di,ct,,RF_RF,LLLM,,37,S1_37_ct,RF,RF,,yangping,yangping,,L
S1,新店,di,ct,,HL_HL,,,38,S1_38_ct,HL,HL,,yinping,yinqu,,M
S1,皮鞋,di,ct,,RF_RF,LLLM,,39,S1_39_ct,RF,RF,,yangping,yangping,,M
S1,开路,di,ct,,HH_LH,HMML,,40,S1_40_ct,HH,LH,,yinping,yangqu,,V
S1,黄豆,di,ct,,RF_LH,LLLM,,41,S1_41_ct,RF,LH,,yangping,yangqu,,L
S1,修车,di,ct,,HH_HH,HMML,,42,S1_42_ct,HH,HH,,yinping,yinping,,V
S1,小车,di,ct,,HH_HH,MHHL,,43,S1_43_ct,HH,HH,,yinshang,yinping,,M
S1,老路,di,ct,,RF_LH,LLHL,LMHL,44,S1_44_ct,RF,LH,,yangshang,yangqu,,M
S1,新车,di,ct,,HL_HH,HMML,RFLL,45,S1_45_ct,HL,HH,,yinping,yinping,,M
S1,造船,di,ct,,RF_RF,,,46,S1_46_ct,RF,RF,,yangqu,yangping,,V
S1,新房,di,ct,,HL_RF,HLLM,,47,S1_47_ct,HL,RF,,yinping,yangping,,M
S1,黄花,di,ct,,RF_HH,LLLM,,48,S1_48_ct,RF,HH,,yangping,yinping,,M
S1,老房,di,ct,,RF_RF,LLHL,LMHL,49,S1_49_ct,RF,RF,,yangshang,yangping,,M
S1,开门,di,ct,,HH_RF,MHHL,,50,S1_50_ct,HH,RF,,yinping,yangping,,V
S1,新路,di,ct,,HL_LH,HLLM,,51,S1_51_ct,HL,LH,,yinping,yangqu,,M
S1,黄树,di,ct,,RF_LH,LLLM,,52,S1_52_ct,RF,LH,,yangping,yangqu,,M
S2,青椒,di,ct,,HH_HH,,,1,S2_1_ct,HH,HH,,yinping,yinping,,L
S2,水牛,di,ct,,HH_RF,MHHL,,2,S2_2_ct,HH,RF,,yinshang,yangping,,L
S2,书包,di,ct,,HH_HH,MMMH,,3,S2_3_ct,HH,HH,,yinping,yinping,,L
S2,买布,di,ct,,LH_HL,LLHL,,4,S2_4_ct,LH,HL,,yangshang,yinqu,,V
S2,苦瓜,di,ct,,HH_HH,HHHH,,5,S2_5_ct,HH,HH,,yinshang,yinping,,L
S2,黄瓜,di,ct,,RF_HH,LLHH,LLMH,6,S2_6_ct,RF,HH,,yangping,yinping,,L
S2,手机,di,ct,,HH_HH,MHHL,MMHL,7,S2_7_ct,HH,HH,,yinshang,yinping,,L
S2,老店,di,ct,,RF_HL,LLHL,,8,S2_8_ct,RF,HL,,yangshang,yinqu,,M
S2,樱花,di,ct,,HH_HH,MMMH,,9,S2_9_ct,HH,HH,,yinping,yinping,,L
S2,开店,di,ct,,HH_HL,MHHL,,10,S2_10_ct,HH,HL,,yinping,yinqu,,V
S2,青菜,di,ct,,HH_HL,HMML,RFLL,11,S2_11_ct,HH,HL,,yinping,yinqu,,L
S2,小门,di,ct,,HH_RF,MHHL,MMHL,12,S2_12_ct,HH,RF,,yinshang,yangping,,M
S2,采花,di,ct,,HH_HH,MMMH,,13,S2_13_ct,HH,HH,,yinshang,yinping,,V
S2,小店,di,ct,,HH_HL,MHHL,MMHL,14,S2_14_ct,HH,HL,,yinshang,yinqu,,M
S2,海带,di,ct,,HH_HL,MHHL,MMHL,15,S2_15_ct,HH,HL,,yinshang,yinqu,,L
S2,黄布,di,ct,,RF_HL,LMML,,16,S2_16_ct,RF,HL,,yangping,yinqu,,M
S2,樱桃,di,ct,,HH_RF,MMMH,,17,S2_17_ct,HH,RF,,yinping,yangping,,L
S2,修门,di,ct,,HH_RF,MHHL,,18,S2_18_ct,HH,RF,,yinping,yangping,,V
S2,草莓,di,ct,,HH_RF,MHHL,MMHL,19,S2_19_ct,HH,RF,,yinshang,yangping,,L
S2,老车,di,ct,,RF_HH,LLHH,LLMH,20,S2_20_ct,RF,HH,,yangshang,yinping,,M
S2,书房,di,ct,,HH_RF,MMMH,,21,S2_21_ct,HH,RF,,yinping,yangping,,L
S2,买饭,di,ct,,LH_LH,LLLH,,22,S2_22_ct,LH,LH,,yangshang,yangqu,,V
S2,手链,di,ct,,HH_RF,MHHL,MMHL,23,S2_23_ct,HH,RF,,yinshang,yangqu,,L
S2,造纸,di,ct,,RF_HH,LLLM,,24,S2_24_ct,RF,HH,,yangqu,yinshang,,V
S2,青豆,di,ct,,HH_LH,MMMH,,25,S2_25_ct,HH,LH,,yinping,yangqu,,L
S2,小树,di,ct,,HH_LH,,,26,S2_26_ct,HH,LH,,yinshang,yangqu,,M
S2,扁豆,di,ct,,HH_LH,,,27,S2_27_ct,HH,LH,,yinshang,yangqu,,L
S2,黄绳,di,ct,,RF_RF,LLLM,,28,S2_28_ct,RF,RF,,yangping,yangping,,M
S2,梅花,di,ct,,RF_HH,LLHH,LLMH,29,S2_29_ct,RF,HH,,yangping,yinping,,L
S2,开锁,di,ct,,HH_HH,MHHL,,30,S2_30_ct,HH,HH,,yinping,yinshang,,V
S2,皮袄,di,ct,,RF_HH,LLRF,,31,S2_31_ct,RF,HH,,yangping,yinshang,,M
S2,买茶,di,ct,,LH_RF,LLRF,,32,S2_32_ct,LH,RF,,yangshang,yangping,,V
S2,油菜,di,ct,,RF_HL,LLHL,,33,S2_33_ct,RF,HL,,yangping,yinqu,,L
S2,采桃,di,ct,,HH_RF,MHHL,,34,S2_34_ct,HH,RF,,yinshang,yangping,,V
S2,杨梅,di,ct,,RF_RF,LLLM,,35,S2_35_ct,RF,RF,,yangping,yangping,,L
S2,买花,di,ct,,LH_HH,LLHH,,36,S2_36_ct,LH,HH,,yangshang,yinping,,V
S2,杨桃,di,ct,,RF_RF,LLLM,,37,S2_37_ct,RF,RF,,yangping,yangping,,L
S2,新店,di,ct,,HH_HL,MHHL,MMHL,38,S2_38_ct,HH,HL,,yinping,yinqu,,M
S2,皮鞋,di,ct,,RF_RF,LLLM,,39,S2_39_ct,RF,RF,,yangping,yangping,,M
S2,开路,di,ct,,HH_LH,HMML,,40,S2_40_ct,HH,LH,,yinping,yangqu,,V
S2,黄豆,di,ct,,RF_LH,LLLM,,41,S2_41_ct,RF,LH,,yangping,yangqu,,L
S2,修车,di,ct,,HH_HH,HHHH,,42,S2_42_ct,HH,HH,,yinping,yinping,,V
S2,小车,di,ct,,HH_HH,HHHH,,43,S2_43_ct,HH,HH,,yinshang,yinping,,M
S2,老路,di,ct,,RF_LH,,LMLM,44,S2_44_ct,RF,LH,,yangshang,yangqu,,M
S2,新车,di,ct,,HH_HH,MMMH,,45,S2_45_ct,HH,HH,,yinping,yinping,,M
S2,造船,di,ct,,RF_RF,,,46,S2_46_ct,RF,RF,,yangqu,yangping,,V
S2,新房,di,ct,,HH_RF,MHHL,MMHL,47,S2_47_ct,HH,RF,,yinping,yangping,,M
S2,黄花,di,ct,,RF_HH,LLHH,LLMH,48,S2_48_ct,RF,HH,,yangping,yinping,,M
S2,老房,di,ct,,RF_RF,LLHL,,49,S2_49_ct,RF,RF,,yangshang,yangping,,M
S2,开门,di,ct,,HH_RF,MHHL,,50,S2_50_ct,HH,RF,,yinping,yangping,,V
S2,新路,di,ct,,HH_LH,HLLM,,51,S2_51_ct,HH,LH,,yinping,yangqu,,M
S2,黄树,di,ct,,RF_LH,LLLM,,52,S2_52_ct,RF,LH,,yangping,yangqu,,M
S3,青椒,di,ct,,HH_HH,MMMH,,1,S3_1_ct,HH,HH,,yinping,yinping,,L
S3,水牛,di,ct,,HH_RF,MHHL,MMHL,2,S3_2_ct,HH,RF,,yinshang,yangping,,L
S3,书包,di,ct,,HH_HH,MMMH,,3,S3_3_ct,HH,HH,,yinping,yinping,,L
S3,买布,di,ct,,LH_HL,LLHL,,4,S3_4_ct,LH,HL,,yangshang,yinqu,,V
S3,苦瓜,di,ct,,HH_HH,HHHH,,5,S3_5_ct,HH,HH,,yinshang,yinping,,L
S3,黄瓜,di,ct,,RF_HH,LLHH,LLMH,6,S3_6_ct,RF,HH,,yangping,yinping,,L
S3,手机,di,ct,,HH_HH,MMMH,,7,S3_7_ct,HH,HH,,yinshang,yinping,,L
S3,老店,di,ct,,RF_HL,LLHL,,8,S3_8_ct,RF,HL,,yangshang,yinqu,,M
S3,樱花,di,ct,,HH_HH,MMMH,,9,S3_9_ct,HH,HH,,yinping,yinping,,L
S3,开店,di,ct,,HH_HL,MHHL,,10,S3_10_ct,HH,HL,,yinping,yinqu,,V
S3,青菜,di,ct,,HH_HL,MMMH,,11,S3_11_ct,HH,HL,,yinping,yinqu,,L
S3,小门,di,ct,,HH_RF,MHHL,MMHL,12,S3_12_ct,HH,RF,,yinshang,yangping,,M
S3,采花,di,ct,,HH_HH,HHHH,,13,S3_13_ct,HH,HH,,yinshang,yinping,,V
S3,小店,di,ct,,HH_HL,MHHL,MMHL,14,S3_14_ct,HH,HL,,yinshang,yinqu,,M
S3,海带,di,ct,,HH_HL,MHHL,MMHL,15,S3_15_ct,HH,HL,,yinshang,yinqu,,L
S3,黄布,di,ct,,RF_HL,LMML,LHML,16,S3_16_ct,RF,HL,,yangping,yinqu,,M
S3,樱桃,di,ct,,HH_RF,MMMH,,17,S3_17_ct,HH,RF,,yinping,yangping,,L
S3,修门,di,ct,,HL_RF,MHHL,,18,S3_18_ct,HL,RF,,yinping,yangping,,V
S3,草莓,di,ct,,HH_RF,HHHH,,19,S3_19_ct,HH,RF,,yinshang,yangping,,L
S3,老车,di,ct,,RF_HH,LLHL,,20,S3_20_ct,RF,HH,,yangshang,yinping,,M
S3,书房,di,ct,,HH_RF,MMMH,,21,S3_21_ct,HH,RF,,yinping,yangping,,L
S3,买饭,di,ct,,LH_LH,LLLH,,22,S3_22_ct,LH,LH,,yangshang,yangqu,,V
S3,手链,di,ct,,HH_RF,MHHL,MMHL,23,S3_23_ct,HH,RF,,yinshang,yangqu,,L
S3,造纸,di,ct,,RF_HH,,,24,S3_24_ct,RF,HH,,yangqu,yinshang,,V
S3,青豆,di,ct,,HH_LH,MMMH,,25,S3_25_ct,HH,LH,,yinping,yangqu,,L
S3,小树,di,ct,,HH_LH,,,26,S3_26_ct,HH,LH,,yinshang,yangqu,,M
S3,扁豆,di,ct,,HH_LH,MHHL,MMHL,27,S3_27_ct,HH,LH,,yinshang,yangqu,,L
S3,黄绳,di,ct,,RF_RF,LLLM,,28,S3_28_ct,RF,RF,,yangping,yangping,,M
S3,梅花,di,ct,,LH_HH,LLRF,,29,S3_29_ct,LH,HH,,yangping,yinping,,L
S3,开锁,di,ct,,HH_HH,MHHL,,30,S3_30_ct,HH,HH,,yinping,yinshang,,V
S3,皮袄,di,ct,,RF_HH,LLLM,,31,S3_31_ct,RF,HH,,yangping,yinshang,,M
S3,买茶,di,ct,,LH_RF,LLRF,,32,S3_32_ct,LH,RF,,yangshang,yangping,,V
S3,油菜,di,ct,,RF_HL,LLHL,,33,S3_33_ct,RF,HL,,yangping,yinqu,,L
S3,采桃,di,ct,,HH_RF,MHHL,,34,S3_34_ct,HH,RF,,yinshang,yangping,,V
S3,杨梅,di,ct,,RF_LH,LLLM,,35,S3_35_ct,RF,LH,,yangping,yangping,,L
S3,买花,di,ct,,LH_HH,LLHH,,36,S3_36_ct,LH,HH,,yangshang,yinping,,V
S3,杨桃,di,ct,,RF_RF,,,37,S3_37_ct,RF,RF,,yangping,yangping,,L
S3,新店,di,ct,,HL_HL,HMML,HHML,38,S3_38_ct,HL,HL,,yinping,yinqu,,M
S3,皮鞋,di,ct,,RF_RF,LLLM,,39,S3_39_ct,RF,RF,,yangping,yangping,,M
S3,开路,di,ct,,HH_LH,HMML,,40,S3_40_ct,HH,LH,,yinping,yangqu,,V
S3,黄豆,di,ct,,RF_LH,LLLM,,41,S3_41_ct,RF,LH,,yangping,yangqu,,L
S3,修车,di,ct,,HL_HH,MHHL,,42,S3_42_ct,HL,HH,,yinping,yinping,,V
S3,小车,di,ct,,HH_HH,MHHL,MMHL,43,S3_43_ct,HH,HH,,yinshang,yinping,,M
S3,老路,di,ct,,RF_LH,,,44,S3_44_ct,RF,LH,,yangshang,yangqu,,M
S3,新车,di,ct,,HL_HH,MMMH,LLRF,45,S3_45_ct,HL,HH,,yinping,yinping,,M
S3,造船,di,ct,,RF_RF,,,46,S3_46_ct,RF,RF,,yangqu,yangping,,V
S3,新房,di,ct,,HL_RF,MMMH,,47,S3_47_ct,HL,RF,,yinping,yangping,,M
S3,黄花,di,ct,,RF_HH,LLHH,,48,S3_48_ct,RF,HH,,yangping,yinping,,M
S3,老房,di,ct,,RF_RF,LLHL,,49,S3_49_ct,RF,RF,,yangshang,yangping,,M
S3,开门,di,ct,,HH_RF,MHHL,,50,S3_50_ct,HH,RF,,yinping,yangping,,V
S3,新路,di,ct,,HL_LH,MMMH,,51,S3_51_ct,HL,LH,,yinping,yangqu,,M
S3,黄树,di,ct,,RF_LH,LLLM,,52,S3_52_ct,RF,LH,,yangping,yangqu,,M
S4,青椒,di,ct,,HL_HL,MMMH,,1,S4_1_ct,HL,HL,,yinping,yinping,,L
S4,水牛,di,ct,,HL_RF,MHHL,MMHL,2,S4_2_ct,HL,RF,,yinshang,yangping,,L
S4,书包,di,ct,,HH_HL,MMMH,,3,S4_3_ct,HH,HL,,yinping,yinping,,L
S4,买布,di,ct,,RF_HL,LLHL,,4,S4_4_ct,RF,HL,,yangshang,yinqu,,V
S4,苦瓜,di,ct,,HH_HL,HHHH,,5,S4_5_ct,HH,HL,,yinshang,yinping,,L
S4,黄瓜,di,ct,,RF_HL,LLHH,LLMH,6,S4_6_ct,RF,HL,,yangping,yinping,,L
S4,手机,di,ct,,HH_HH,MHHL,MMHL,7,S4_7_ct,HH,HH,,yinshang,yinping,,L
S4,老店,di,ct,,RF_HL,LLHH,LLMH,8,S4_8_ct,RF,HL,,yangshang,yinqu,,M
S4,樱花,di,ct,,HH_HH,HMML,HHML,9,S4_9_ct,HH,HH,,yinping,yinping,,L
S4,开店,di,ct,,HH_HL,MHHL,,10,S4_10_ct,HH,HL,,yinping,yinqu,,V
S4,青菜,di,ct,,HL_HL,HMML,HHML,11,S4_11_ct,HL,HL,,yinping,yinqu,,L
S4,小门,di,ct,,HH_RF,HHHH,,12,S4_12_ct,HH,RF,,yinshang,yangping,,M
S4,采花,di,ct,,HH_HH,HHHH,,13,S4_13_ct,HH,HH,,yinshang,yinping,,V
S4,小店,di,ct,,HH_HL,MHHL,MMHL,14,S4_14_ct,HH,HL,,yinshang,yinqu,,M
S4,海带,di,ct,,HH_HL,MHHL,,15,S4_15_ct,HH,HL,,yinshang,yinqu,,L
S4,黄布,di,ct,,RF_HL,LMML,LHML,16,S4_16_ct,RF,HL,,yangping,yinqu,,M
S4,樱桃,di,ct,,HH_RF,HMML,HHML,17,S4_17_ct,HH,RF,,yinping,yangping,,L
S4,修门,di,ct,,HH_RF,MHHL,,18,S4_18_ct,HH,RF,,yinping,yangping,,V
S4,草莓,di,ct,,HH_RF,MHHL,MMHL,19,S4_19_ct,HH,RF,,yinshang,yangping,,L
S4,老车,di,ct,,RF_HH,LLHH,LLMH,20,S4_20_ct,RF,HH,,yangshang,yinping,,M
S4,书房,di,ct,,HH_RF,MMMH,,21,S4_21_ct,HH,RF,,yinping,yangping,,L
S4,买饭,di,ct,,RF_LH,LLLH,,22,S4_22_ct,RF,LH,,yangshang,yangqu,,V
S4,手链,di,ct,,HH_RF,MHHL,MMHL,23,S4_23_ct,HH,RF,,yinshang,yangqu,,L
S4,造纸,di,ct,,RF_HH,,,24,S4_24_ct,RF,HH,,yangqu,yinshang,,V
S4,青豆,di,ct,,HL_LH,MMMH,,25,S4_25_ct,HL,LH,,yinping,yangqu,,L
S4,小树,di,ct,,HH_LH,MHHL,MMHL,26,S4_26_ct,HH,LH,,yinshang,yangqu,,M
S4,扁豆,di,ct,,HL_LH,MHHL,,27,S4_27_ct,HL,LH,,yinshang,yangqu,,L
S4,黄绳,di,ct,,RF_RF,LLLM,,28,S4_28_ct,RF,RF,,yangping,yangping,,M
S4,梅花,di,ct,,RF_HH,LLHH,LLMH,29,S4_29_ct,RF,HH,,yangping,yinping,,L
S4,开锁,di,ct,,HH_HH,MMMH,,30,S4_30_ct,HH,HH,,yinping,yinshang,,V
S4,皮袄,di,ct,,RF_HL,LLLM,,31,S4_31_ct,RF,HL,,yangping,yinshang,,M
S4,买茶,di,ct,,RF_RF,LLRF,,32,S4_32_ct,RF,RF,,yangshang,yangping,,V
S4,油菜,di,ct,,RF_HL,LMML,,33,S4_33_ct,RF,HL,,yangping,yinqu,,L
S4,采桃,di,ct,,HH_RF,MHHL,,34,S4_34_ct,HH,RF,,yinshang,yangping,,V
S4,杨梅,di,ct,,RF_RF,LLLM,,35,S4_35_ct,RF,RF,,yangping,yangping,,L
S4,买花,di,ct,,RF_HH,LLHH,,36,S4_36_ct,RF,HH,,yangshang,yinping,,V
S4,杨桃,di,ct,,RF_RF,LLLM,,37,S4_37_ct,RF,RF,,yangping,yangping,,L
S4,新店,di,ct,,HH_HL,HMML,HHML,38,S4_38_ct,HH,HL,,yinping,yinqu,,M
S4,皮鞋,di,ct,,RF_RF,LLLM,,39,S4_39_ct,RF,RF,,yangping,yangping,,M
S4,开路,di,ct,,HH_LH,HMML,,40,S4_40_ct,HH,LH,,yinping,yangqu,,V
S4,黄豆,di,ct,,RF_LH,LLLM,,41,S4_41_ct,RF,LH,,yangping,yangqu,,L
S4,修车,di,ct,,HH_HH,HHHH,,42,S4_42_ct,HH,HH,,yinping,yinping,,V
S4,小车,di,ct,,HH_HH,MHHL,MMHL,43,S4_43_ct,HH,HH,,yinshang,yinping,,M
S4,老路,di,ct,,RF_LH,LLHH,LMMM,44,S4_44_ct,RF,LH,,yangshang,yangqu,,M
S4,新车,di,ct,,HH_HH,HMML,HHML,45,S4_45_ct,HH,HH,,yinping,yinping,,M
S4,造船,di,ct,,RF_RF,,,46,S4_46_ct,RF,RF,,yangqu,yangping,,V
S4,新房,di,ct,,HH_RF,HMML,RFLL,47,S4_47_ct,HH,RF,,yinping,yangping,,M
S4,黄花,di,ct,,RF_HH,LLHH,LLMH,48,S4_48_ct,RF,HH,,yangping,yinping,,M
S4,老房,di,ct,,RF_RF,LLHL,LMHL,49,S4_49_ct,RF,RF,,yangshang,yangping,,M
S4,开门,di,ct,,HH_RF,MHHL,,50,S4_50_ct,HH,RF,,yinping,yangping,,V
S4,新路,di,ct,,HH_LH,HLLM,,51,S4_51_ct,HH,LH,,yinping,yangqu,,M
S4,黄树,di,ct,,RF_LH,LLLM,,52,S4_52_ct,RF,LH,,yangping,yangqu,,M
S5,青椒,di,ct,,HL_HL,HMML,HHML,1,S5_1_ct,HL,HL,,yinping,yinping,,L
S5,水牛,di,ct,,HH_RF,MHHL,MMHL,2,S5_2_ct,HH,RF,,yinshang,yangping,,L
S5,书包,di,ct,,HL_HH,HMML,HHML,3,S5_3_ct,HL,HH,,yinping,yinping,,L
S5,买布,di,ct,,RF_HL,LLHL,,4,S5_4_ct,RF,HL,,yangshang,yinqu,,V
S5,苦瓜,di,ct,,HL_HH,MHHL,MMHL,5,S5_5_ct,HL,HH,,yinshang,yinping,,L
S5,黄瓜,di,ct,,RF_HH,LLHH,LLMH,6,S5_6_ct,RF,HH,,yangping,yinping,,L
S5,手机,di,ct,,HH_HH,MHHL,MMHL,7,S5_7_ct,HH,HH,,yinshang,yinping,,L
S5,老店,di,ct,,RF_HL,LLHL,,8,S5_8_ct,RF,HL,,yangshang,yinqu,,M
S5,樱花,di,ct,,HH_HH,HMML,HHML,9,S5_9_ct,HH,HH,,yinping,yinping,,L
S5,开店,di,ct,,HH_HL,MHHL,,10,S5_10_ct,HH,HL,,yinping,yinqu,,V
S5,青菜,di,ct,,HL_HL,HMML,HHML,11,S5_11_ct,HL,HL,,yinping,yinqu,,L
S5,小门,di,ct,,HH_RF,MHHL,MMHL,12,S5_12_ct,HH,RF,,yinshang,yangping,,M
S5,采花,di,ct,,HH_HH,HMML,,13,S5_13_ct,HH,HH,,yinshang,yinping,,V
S5,小店,di,ct,,HH_HL,MHHL,MMHL,14,S5_14_ct,HH,HL,,yinshang,yinqu,,M
S5,海带,di,ct,,HH_HL,MHHL,MMHL,15,S5_15_ct,HH,HL,,yinshang,yinqu,,L
S5,黄布,di,ct,,RF_HL,LMML,,16,S5_16_ct,RF,HL,,yangping,yinqu,,M
S5,樱桃,di,ct,,HH_RF,HMML,HHML,17,S5_17_ct,HH,RF,,yinping,yangping,,L
S5,修门,di,ct,,HH_RF,MHHL,,18,S5_18_ct,HH,RF,,yinping,yangping,,V
S5,草莓,di,ct,,HH_RF,MHHL,MMHL,19,S5_19_ct,HH,RF,,yinshang,yangping,,L
S5,老车,di,ct,,RF_HH,LLHL,,20,S5_20_ct,RF,HH,,yangshang,yinping,,M
S5,书房,di,ct,,HL_RF,HMML,HHML,21,S5_21_ct,HL,RF,,yinping,yangping,,L
S5,买饭,di,ct,,RF_LH,LLLH,,22,S5_22_ct,RF,LH,,yangshang,yangqu,,V
S5,手链,di,ct,,HH_RF,MHHL,MMHL,23,S5_23_ct,HH,RF,,yinshang,yangqu,,L
S5,造纸,di,ct,,RF_HH,LLHH,,24,S5_24_ct,RF,HH,,yangqu,yinshang,,V
S5,青豆,di,ct,,HL_LH,HMML,HHML,25,S5_25_ct,HL,LH,,yinping,yangqu,,L
S5,小树,di,ct,,HH_LH,MHHL,MMHL,26,S5_26_ct,HH,LH,,yinshang,yangqu,,M
S5,扁豆,di,ct,,HH_LH,HMML,HHML,27,S5_27_ct,HH,LH,,yinshang,yangqu,,L
S5,黄绳,di,ct,,RF_RF,LLLM,,28,S5_28_ct,RF,RF,,yangping,yangping,,M
S5,梅花,di,ct,,RF_HH,LLHH,LLMH,29,S5_29_ct,RF,HH,,yangping,yinping,,L
S5,开锁,di,ct,,HH_HH,HMML,,30,S5_30_ct,HH,HH,,yinping,yinshang,,V
S5,皮袄,di,ct,,RF_HH,LLHH,LLMH,31,S5_31_ct,RF,HH,,yangping,yinshang,,M
S5,买茶,di,ct,,RF_RF,LLRF,,32,S5_32_ct,RF,RF,,yangshang,yangping,,V
S5,油菜,di,ct,,RF_HL,LMML,,33,S5_33_ct,RF,HL,,yangping,yinqu,,L
S5,采桃,di,ct,,HH_RF,MHHL,,34,S5_34_ct,HH,RF,,yinshang,yangping,,V
S5,杨梅,di,ct,,RF_RF,LLLM,,35,S5_35_ct,RF,RF,,yangping,yangping,,L
S5,买花,di,ct,,RF_HH,LLHH,,36,S5_36_ct,RF,HH,,yangshang,yinping,,V
S5,杨桃,di,ct,,RF_RF,LLLM,,37,S5_37_ct,RF,RF,,yangping,yangping,,L
S5,新店,di,ct,,HH_HL,HMML,HHML,38,S5_38_ct,HH,HL,,yinping,yinqu,,M
S5,皮鞋,di,ct,,RF_RF,LLLM,,39,S5_39_ct,RF,RF,,yangping,yangping,,M
S5,开路,di,ct,,HH_LH,HMML,,40,S5_40_ct,HH,LH,,yinping,yangqu,,V
S5,黄豆,di,ct,,RF_LH,LLLM,,41,S5_41_ct,RF,LH,,yangping,yangqu,,L
S5,修车,di,ct,,HH_HH,HMML,,42,S5_42_ct,HH,HH,,yinping,yinping,,V
S5,小车,di,ct,,HH_HH,HHHH,,43,S5_43_ct,HH,HH,,yinshang,yinping,,M
S5,老路,di,ct,,RF_LH,LLHH,LLMH,44,S5_44_ct,RF,LH,,yangshang,yangqu,,M
S5,新车,di,ct,,HH_HH,HMML,,45,S5_45_ct,HH,HH,,yinping,yinping,,M
S5,造船,di,ct,,RF_RF,LLRF,,46,S5_46_ct,RF,RF,,yangqu,yangping,,V
S5,新房,di,ct,,HH_RF,HMML,HHML,47,S5_47_ct,HH,RF,,yinping,yangping,,M
