speaker,token,diortri,focus_condition,focus_no,citation_tone,sandhi_tone,sandhi_tone_var,citation_no,ind_no,sync_tone1,sync_tone2,sync_tone3,hist_tone1,hist_tone2,hist_tone3,syntax
S2,草莓籽,tri,3,23,HH_RF_HH,,,10,S2_10_3,HH,RF,HH,yinshang,yangping,yinshang,2+1LL
S2,买茶人,tri,1,24,LH_RF_RF,,,41,S2_41_1,LH,RF,RF,yangshang,yangping,yangping,2+1VL
S2,修门工,tri,3,25,HH_RF_HH,,,7,S2_7_3,HH,RF,HH,yinping,yangping,yinping,2+1VL
S2,新皮鞋,tri,2,26,HH_RF_RF,,,14,S2_14_2,HH,RF,RF,yinping,yangping,yangping,1+2MH
S2,买黄瓜,tri,3,29,LH_RF_HH,,,18,S2_18_3,LH,RF,HH,yangshang,yangping,yinping,1+2VO
S2,苦瓜皮,tri,tri,30,HH_HH_RF,,,31,S2_31_tri,HH,HH,RF,yinshang,yinping,yangping,2+1LL
S2,草莓籽,tri,tri,35,HH_RF_HH,,,10,S2_10_tri,HH,RF,HH,yinshang,yangping,yinshang,2+1LL
S2,买花人,tri,tri,36,LH_HH_RF,,,22,S2_22_tri,LH,HH,RF,yangshang,yinping,yangping,2+1VL
S2,新皮鞋,tri,3,37,HH_RF_RF,,,14,S2_14_3,HH,RF,RF,yinping,yangping,yangping,1+2MH
S2,买樱桃,tri,3,38,LH_HH_RF,,,24,S2_24_3,LH,HH,RF,yangshang,yinping,yangping,1+2VO
S2,小杨梅,tri,2,39,HH_RF_RF,,,12,S2_12_2,HH,RF,RF,yinshang,yangping,yangping,1+2MH
S2,苦瓜皮,tri,1,40,HH_HH_RF,,,31,S2_31_1,HH,HH,RF,yinshang,yinping,yangping,2+1LL
S2,新皮袄,tri,di_3,41,HH_RF_HH,,,5,S2_5_di_3,HH,RF,HH,yinping,yangping,yinshang,1+2MH
S2,买青椒,tri,2,42,LH_HH_HH,,,4,S2_4_2,LH,HH,HH,yangshang,yinping,yinping,1+2VO
S2,苦瓜皮,tri,2,44,HH_HH_RF,,,31,S2_31_2,HH,HH,RF,yinshang,yinping,yangping,2+1LL
S2,小水牛,tri,2,45,HH_HH_RF,,,39,S2_39_2,HH,HH,RF,yinshang,yinshang,yangping,1+2MH
S2,小黄瓜,tri,2,46,HH_RF_HH,,,1,S2_1_2,HH,RF,HH,yinshang,yangping,yinping,1+2MH
S2,青椒皮,tri,tri,48,HH_HH_RF,,,44,S2_44_tri,HH,HH,RF,yinping,yinping,yangping,2+1LL
S2,青椒籽,tri,3,49,HH_HH_HH,,,38,S2_38_3,HH,HH,HH,yinping,yinping,yinshang,2+1LL
S2,樱桃皮,tri,1,51,HH_RF_RF,,,23,S2_23_1,HH,RF,RF,yinping,yangping,yangping,2+1LL
S2,老杨梅,tri,2,53,RF_RF_RF,,,8,S2_8_2,RF,RF,RF,yangshang,yangping,yangping,1+2MH
S2,小青椒,tri,3,54,HH_HH_HH,,,29,S2_29_3,HH,HH,HH,yinshang,yinping,yinping,1+2MH
S2,水牛毛,tri,di_3,55,HH_RF_RF,,,25,S2_25_di_3,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S2,开锁人,tri,tri,57,HH_HH_RF,,,43,S2_43_tri,HH,HH,RF,yinping,yinshang,yangping,2+1VL
S2,造船厂,tri,1,59,RF_RF_HH,,,28,S2_28_1,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S2,老樱桃,tri,di_3,60,RF_HH_RF,,,13,S2_13_di_3,RF,HH,RF,yangshang,yinping,yangping,1+2MH
S2,买杨梅,tri,2,61,LH_RF_RF,,,32,S2_32_2,LH,RF,RF,yangshang,yangping,yangping,1+2VO
S2,小青椒,tri,tri,62,HH_HH_HH,,,29,S2_29_tri,HH,HH,HH,yinshang,yinping,yinping,1+2MH
S2,采杨梅,tri,2,63,HH_RF_RF,,,15,S2_15_2,HH,RF,RF,yinshang,yangping,yangping,1+2VO
S2,苦瓜籽,tri,1,64,HH_HH_HH,,,17,S2_17_1,HH,HH,HH,yinshang,yinping,yinshang,2+1LL
S2,造船厂,tri,2,65,RF_RF_HH,,,28,S2_28_2,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S2,采樱桃,tri,2,67,HH_HH_RF,,,40,S2_40_2,HH,HH,RF,yinshang,yinping,yangping,1+2VO
S2,草莓籽,tri,di_3,68,HH_RF_HH,,,10,S2_10_di_3,HH,RF,HH,yinshang,yangping,yinshang,2+1LL
S2,采樱桃,tri,di_3,69,HH_HH_RF,,,40,S2_40_di_3,HH,HH,RF,yinshang,yinping,yangping,1+2VO
S2,小杨梅,tri,di_3,70,HH_RF_RF,,,12,S2_12_di_3,HH,RF,RF,yinshang,yangping,yangping,1+2MH
S2,杨桃皮,tri,tri,73,RF_RF_RF,,,26,S2_26_tri,RF,RF,RF,yangping,yangping,yangping,2+1LL
S2,小樱桃,tri,2,74,HH_HH_RF,,,37,S2_37_2,HH,HH,RF,yinshang,yinping,yangping,1+2MH
S2,小青椒,tri,2,78,HH_HH_HH,,,29,S2_29_2,HH,HH,HH,yinshang,yinping,yinping,1+2MH
S2,买杨梅,tri,tri,79,LH_RF_RF,,,32,S2_32_tri,LH,RF,RF,yangshang,yangping,yangping,1+2VO
S2,小苦瓜,tri,3,80,HH_HH_HH,,,34,S2_34_3,HH,HH,HH,yinshang,yinshang,yinping,1+2MH
S2,新皮袄,tri,1,82,HH_RF_HH,,,5,S2_5_1,HH,RF,HH,yinping,yangping,yinshang,1+2MH
S2,买樱桃,tri,2,83,LH_HH_RF,,,24,S2_24_2,LH,HH,RF,yangshang,yinping,yangping,1+2VO
S2,小樱桃,tri,di_3,85,HH_HH_RF,,,37,S2_37_di_3,HH,HH,RF,yinshang,yinping,yangping,1+2MH
S2,水牛毛,tri,1,86,HH_RF_RF,,,25,S2_25_1,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S2,开门人,tri,2,87,HH_RF_RF,,,21,S2_21_2,HH,RF,RF,yinping,yangping,yangping,2+1VL
S2,采梅花,tri,2,88,HH_RF_HH,,,3,S2_3_2,HH,RF,HH,yinshang,yangping,yinping,1+2VO
S2,造船厂,tri,di_3,89,RF_RF_HH,,,28,S2_28_di_3,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S2,老黄瓜,tri,3,90,RF_RF_HH,,,16,S2_16_3,RF,RF,HH,yangshang,yangping,yinping,1+2MH
S2,樱桃皮,tri,3,91,HH_RF_RF,,,23,S2_23_3,HH,RF,RF,yinping,yangping,yangping,2+1LL
S2,采樱桃,tri,3,93,HH_HH_RF,,,40,S2_40_3,HH,HH,RF,yinshang,yinping,yangping,1+2VO
S2,买青椒,tri,3,94,LH_HH_HH,,,4,S2_4_3,LH,HH,HH,yangshang,yinping,yinping,1+2VO
S2,小黄瓜,tri,tri,95,HH_RF_HH,,,1,S2_1_tri,HH,RF,HH,yinshang,yangping,yinping,1+2MH
S2,开锁人,tri,2,99,HH_HH_RF,,,43,S2_43_2,HH,HH,RF,yinping,yinshang,yangping,2+1VL
S2,杨桃皮,tri,3,102,RF_RF_RF,,,26,S2_26_3,RF,RF,RF,yangping,yangping,yangping,2+1LL
S2,修车工,tri,2,104,HH_HH_HH,,,36,S2_36_2,HH,HH,HH,yinping,yinping,yinping,2+1VL
S2,青椒皮,tri,2,105,HH_HH_RF,,,44,S2_44_2,HH,HH,RF,yinping,yinping,yangping,2+1LL
S2,老黄瓜,tri,tri,106,RF_RF_HH,,,16,S2_16_tri,RF,RF,HH,yangshang,yangping,yinping,1+2MH
S2,新皮鞋,tri,di_3,107,HH_RF_RF,,,14,S2_14_di_3,HH,RF,RF,yinping,yangping,yangping,1+2MH
S2,新手链,tri,3,108,HH_HH_RF,,,27,S2_27_3,HH,HH,RF,yinping,yinshang,yangqu,1+2MH
S2,新手链,tri,1,110,HH_HH_RF,,,27,S2_27_1,HH,HH,RF,yinping,yinshang,yangqu,1+2MH
S2,小水牛,tri,1,111,HH_HH_RF,,,39,S2_39_1,HH,HH,RF,yinshang,yinshang,yangping,1+2MH
S2,老青椒,tri,tri,113,RF_HH_HH,,,2,S2_2_tri,RF,HH,HH,yangshang,yinping,yinping,1+2MH
S2,老樱桃,tri,1,114,RF_HH_RF,,,13,S2_13_1,RF,HH,RF,yangshang,yinping,yangping,1+2MH
S2,新皮鞋,tri,tri,115,HH_RF_RF,,,14,S2_14_tri,HH,RF,RF,yinping,yangping,yangping,1+2MH
S2,樱桃籽,tri,1,117,HH_RF_HH,,,9,S2_9_1,HH,RF,HH,yinping,yangping,yinshang,2+1LL
S2,修门工,tri,2,118,HH_RF_HH,,,7,S2_7_2,HH,RF,HH,yinping,yangping,yinping,2+1VL
S2,买黄瓜,tri,tri,119,LH_RF_HH,,,18,S2_18_tri,LH,RF,HH,yangshang,yangping,yinping,1+2VO
S2,造纸厂,tri,1,120,RF_HH_HH,,,6,S2_6_1,RF,HH,HH,yangqu,yinshang,yinshang,2+1VL
S2,新书包,tri,1,121,HH_HH_HH,,,42,S2_42_1,HH,HH,HH,yinping,yinping,yinping,1+2MH
S2,新皮袄,tri,3,123,HH_RF_HH,,,5,S2_5_3,HH,RF,HH,yinping,yangping,yinshang,1+2MH
S2,采樱桃,tri,tri,124,HH_HH_RF,,,40,S2_40_tri,HH,HH,RF,yinshang,yinping,yangping,1+2VO
S2,新书包,tri,di_3,125,HH_HH_HH,,,42,S2_42_di_3,HH,HH,HH,yinping,yinping,yinping,1+2MH
S2,青椒籽,tri,di_3,127,HH_HH_HH,,,38,S2_38_di_3,HH,HH,HH,yinping,yinping,yinshang,2+1LL
S2,青椒皮,tri,3,130,HH_HH_RF,,,44,S2_44_3,HH,HH,RF,yinping,yinping,yangping,2+1LL
S2,买茶人,tri,2,131,LH_RF_RF,,,41,S2_41_2,LH,RF,RF,yangshang,yangping,yangping,2+1VL
S2,新书包,tri,tri,134,HH_HH_HH,,,42,S2_42_tri,HH,HH,HH,yinping,yinping,yinping,1+2MH
S2,黄瓜籽,tri,1,135,RF_HH_HH,,,11,S2_11_1,RF,HH,HH,yangping,yinping,yinshang,2+1LL
S2,新书包,tri,2,136,HH_HH_HH,,,42,S2_42_2,HH,HH,HH,yinping,yinping,yinping,1+2MH
S2,采樱花,tri,1,140,HH_HH_HH,,,33,S2_33_1,HH,HH,HH,yinshang,yinping,yinping,1+2VO
S2,买青椒,tri,1,144,LH_HH_HH,,,4,S2_4_1,LH,HH,HH,yangshang,yinping,yinping,1+2VO
S2,买樱桃,tri,tri,145,LH_HH_RF,,,24,S2_24_tri,LH,HH,RF,yangshang,yinping,yangping,1+2VO
S2,新手机,tri,1,148,HH_HH_HH,,,35,S2_35_1,HH,HH,HH,yinping,yinshang,yinping,1+2MH
S2,青椒籽,tri,tri,150,HH_HH_HH,,,38,S2_38_tri,HH,HH,HH,yinping,yinping,yinshang,2+1LL
S2,苦瓜皮,tri,di_3,151,HH_HH_RF,,,31,S2_31_di_3,HH,HH,RF,yinshang,yinping,yangping,2+1LL
S2,采杨梅,tri,tri,152,HH_RF_RF,,,15,S2_15_tri,HH,RF,RF,yinshang,yangping,yangping,1+2VO
S2,买花人,tri,di_3,153,LH_HH_RF,,,22,S2_22_di_3,LH,HH,RF,yangshang,yinping,yangping,2+1VL
S2,造纸厂,tri,3,154,RF_HH_HH,,,6,S2_6_3,RF,HH,HH,yangqu,yinshang,yinshang,2+1VL
S2,黄瓜皮,tri,1,155,RF_HH_RF,,,20,S2_20_1,RF,HH,RF,yangping,yinping,yangping,2+1LL
S2,小黄瓜,tri,1,156,HH_RF_HH,,,1,S2_1_1,HH,RF,HH,yinshang,yangping,yinping,1+2MH
S2,造纸厂,tri,2,157,RF_HH_HH,,,6,S2_6_2,RF,HH,HH,yangqu,yinshang,yinshang,2+1VL
S2,水牛毛,tri,tri,159,HH_RF_RF,,,25,S2_25_tri,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S2,小黄瓜,tri,di_3,161,HH_RF_HH,,,1,S2_1_di_3,HH,RF,HH,yinshang,yangping,yinping,1+2MH
S2,造纸厂,tri,di_3,163,RF_HH_HH,,,6,S2_6_di_3,RF,HH,HH,yangqu,yinshang,yinshang,2+1VL
S2,青椒皮,tri,1,164,HH_HH_RF,,,44,S2_44_1,HH,HH,RF,yinping,yinping,yangping,2+1LL
S2,采樱桃,tri,1,165,HH_HH_RF,,,40,S2_40_1,HH,HH,RF,yinshang,yinping,yangping,1+2VO
S2,新书房,tri,3,167,HH_HH_RF,,,19,S2_19_3,HH,HH,RF,yinping,yinping,yangping,1+2MH
S2,买花人,tri,2,169,LH_HH_RF,,,22,S2_22_2,LH,HH,RF,yangshang,yinping,yangping,2+1VL
S2,新皮袄,tri,tri,173,HH_RF_HH,,,5,S2_5_tri,HH,RF,HH,yinping,yangping,yinshang,1+2MH
S2,樱桃皮,tri,2,174,HH_RF_RF,,,23,S2_23_2,HH,RF,RF,yinping,yangping,yangping,2+1LL
S2,修门工,tri,1,176,HH_RF_HH,,,7,S2_7_1,HH,RF,HH,yinping,yangping,yinping,2+1VL
S2,老樱桃,tri,tri,177,RF_HH_RF,,,13,S2_13_tri,RF,HH,RF,yangshang,yinping,yangping,1+2MH
S2,开门人,tri,3,178,HH_RF_RF,,,21,S2_21_3,HH,RF,RF,yinping,yangping,yangping,2+1VL
S2,修车工,tri,1,180,HH_HH_HH,,,36,S2_36_1,HH,HH,HH,yinping,yinping,yinping,2+1VL
S2,修车工,tri,tri,181,HH_HH_HH,,,36,S2_36_tri,HH,HH,HH,yinping,yinping,yinping,2+1VL
S2,老青椒,tri,2,182,RF_HH_HH,,,2,S2_2_2,RF,HH,HH,yangshang,yinping,yinping,1+2MH
S2,买樱桃,tri,di_3,184,LH_HH_RF,,,24,S2_24_di_3,LH,HH,RF,yangshang,yinping,yangping,1+2VO
S2,买花人,tri,3,185,LH_HH_RF,,,22,S2_22_3,LH,HH,RF,yangshang,yinping,yangping,2+1VL
S2,开锁人,tri,3,186,HH_HH_RF,,,43,S2_43_3,HH,HH,RF,yinping,yinshang,yangping,2+1VL
S2,杨梅籽,tri,di_3,187,RF_RF_HH,,,30,S2_30_di_3,RF,RF,HH,yangping,yangping,yinshang,2+1LL
S2,青椒皮,tri,di_3,192,HH_HH_RF,,,44,S2_44_di_3,HH,HH,RF,yinping,yinping,yangping,2+1LL
S2,水牛毛,tri,3,193,HH_RF_RF,,,25,S2_25_3,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S2,开门人,tri,1,194,HH_RF_RF,,,21,S2_21_1,HH,RF,RF,yinping,yangping,yangping,2+1VL
S2,小水牛,tri,3,196,HH_HH_RF,,,39,S2_39_3,HH,HH,RF,yinshang,yinshang,yangping,1+2MH
S2,新书房,tri,tri,197,HH_HH_RF,,,19,S2_19_tri,HH,HH,RF,yinping,yinping,yangping,1+2MH
S2,樱桃皮,tri,di_3,199,HH_RF_RF,,,23,S2_23_di_3,HH,RF,RF,yinping,yangping,yangping,2+1LL
S2,杨梅籽,tri,2,201,RF_RF_HH,,,30,S2_30_2,RF,RF,HH,yangping,yangping,yinshang,2+1LL
S2,新手链,tri,2,202,HH_HH_RF,,,27,S2_27_2,HH,HH,RF,yinping,yinshang,yangqu,1+2MH
S2,青椒籽,tri,2,204,HH_HH_HH,,,38,S2_38_2,HH,HH,HH,yinping,yinping,yinshang,2+1LL
S2,苦瓜籽,tri,di_3,205,HH_HH_HH,,,17,S2_17_di_3,HH,HH,HH,yinshang,yinping,yinshang,2+1LL
S2,老杨梅,tri,di_3,207,RF_RF_RF,,,8,S2_8_di_3,RF,RF,RF,yangshang,yangping,yangping,1+2MH
S2,开门人,tri,di_3,208,HH_RF_RF,,,21,S2_21_di_3,HH,RF,RF,yinping,yangping,yangping,2+1VL
S2,杨桃皮,tri,di_3,210,RF_RF_RF,,,26,S2_26_di_3,RF,RF,RF,yangping,yangping,yangping,2+1LL
S2,采梅花,tri,3,211,HH_RF_HH,,,3,S2_3_3,HH,RF,HH,yinshang,yangping,yinping,1+2VO
S2,老樱桃,tri,2,212,RF_HH_RF,,,13,S2_13_2,RF,HH,RF,yangshang,yinping,yangping,1+2MH
S2,杨桃皮,tri,1,213,RF_RF_RF,,,26,S2_26_1,RF,RF,RF,yangping,yangping,yangping,2+1LL
S2,小杨梅,tri,2,215,HH_RF_RF,,,12,S2_12_2,HH,RF,RF,yinshang,yangping,yangping,1+2MH
S2,买青椒,tri,tri,216,LH_HH_HH,,,4,S2_4_tri,LH,HH,HH,yangshang,yinping,yinping,1+2VO
S2,老樱桃,tri,3,219,RF_HH_RF,,,13,S2_13_3,RF,HH,RF,yangshang,yinping,yangping,1+2MH
S2,采樱花,tri,di_3,220,HH_HH_HH,,,33,S2_33_di_3,HH,HH,HH,yinshang,yinping,yinping,1+2VO
S2,杨梅籽,tri,1,221,RF_RF_HH,,,30,S2_30_1,RF,RF,HH,yangping,yangping,yinshang,2+1LL
S2,黄瓜皮,tri,di_3,222,RF_HH_RF,,,20,S2_20_di_3,RF,HH,RF,yangping,yinping,yangping,2+1LL
S2,开锁人,tri,di_3,223,HH_HH_RF,,,43,S2_43_di_3,HH,HH,RF,yinping,yinshang,yangping,2+1VL
S2,老黄瓜,tri,2,225,RF_RF_HH,,,16,S2_16_2,RF,RF,HH,yangshang,yangping,yinping,1+2MH
S2,草莓籽,tri,2,227,HH_RF_HH,,,10,S2_10_2,HH,RF,HH,yinshang,yangping,yinshang,2+1LL
S2,老青椒,tri,1,228,RF_HH_HH,,,2,S2_2_1,RF,HH,HH,yangshang,yinping,yinping,1+2MH
S2,采樱花,tri,2,229,HH_HH_HH,,,33,S2_33_2,HH,HH,HH,yinshang,yinping,yinping,1+2VO
S2,老黄瓜,tri,1,231,RF_RF_HH,,,16,S2_16_1,RF,RF,HH,yangshang,yangping,yinping,1+2MH
S2,采杨梅,tri,di_3,232,HH_RF_RF,,,15,S2_15_di_3,HH,RF,RF,yinshang,yangping,yangping,1+2VO
S2,小杨梅,tri,3,233,HH_RF_RF,,,12,S2_12_3,HH,RF,RF,yinshang,yangping,yangping,1+2MH
S2,黄瓜皮,tri,2,235,RF_HH_RF,,,20,S2_20_2,RF,HH,RF,yangping,yinping,yangping,2+1LL
S2,修门工,tri,di_3,236,HH_RF_HH,,,7,S2_7_di_3,HH,RF,HH,yinping,yangping,yinping,2+1VL
S2,杨梅籽,tri,3,237,RF_RF_HH,,,30,S2_30_3,RF,RF,HH,yangping,yangping,yinshang,2+1LL
S2,黄瓜皮,tri,3,238,RF_HH_RF,,,20,S2_20_3,RF,HH,RF,yangping,yinping,yangping,2+1LL
S2,樱桃籽,tri,3,241,HH_RF_HH,,,9,S2_9_3,HH,RF,HH,yinping,yangping,yinshang,2+1LL
S2,造纸厂,tri,tri,242,RF_HH_HH,,,6,S2_6_tri,RF,HH,HH,yangqu,yinshang,yinshang,2+1VL
S2,樱桃皮,tri,tri,243,HH_RF_RF,,,23,S2_23_tri,HH,RF,RF,yinping,yangping,yangping,2+1LL
S2,新书包,tri,3,246,HH_HH_HH,,,42,S2_42_3,HH,HH,HH,yinping,yinping,yinping,1+2MH
S2,樱桃籽,tri,tri,247,HH_RF_HH,,,9,S2_9_tri,HH,RF,HH,yinping,yangping,yinshang,2+1LL
S2,老杨梅,tri,1,248,RF_RF_RF,,,8,S2_8_1,RF,RF,RF,yangshang,yangping,yangping,1+2MH
S2,杨梅籽,tri,tri,249,RF_RF_HH,,,30,S2_30_tri,RF,RF,HH,yangping,yangping,yinshang,2+1LL
S2,小杨梅,tri,tri,250,HH_RF_RF,,,12,S2_12_tri,HH,RF,RF,yinshang,yangping,yangping,1+2MH
S2,新手机,tri,tri,251,HH_HH_HH,,,35,S2_35_tri,HH,HH,HH,yinping,yinshang,yinping,1+2MH
S2,新手机,tri,2,252,HH_HH_HH,,,35,S2_35_2,HH,HH,HH,yinping,yinshang,yinping,1+2MH
S2,新皮袄,tri,2,254,HH_RF_HH,,,5,S2_5_2,HH,RF,HH,yinping,yangping,yinshang,1+2MH
S2,买茶人,tri,di_3,256,LH_RF_RF,,,41,S2_41_di_3,LH,RF,RF,yangshang,yangping,yangping,2+1VL
S2,苦瓜籽,tri,tri,260,HH_HH_HH,,,17,S2_17_tri,HH,HH,HH,yinshang,yinping,yinshang,2+1LL
S2,采梅花,tri,tri,263,HH_RF_HH,,,3,S2_3_tri,HH,RF,HH,yinshang,yangping,yinping,1+2VO
S2,老青椒,tri,di_3,265,RF_HH_HH,,,2,S2_2_di_3,RF,HH,HH,yangshang,yinping,yinping,1+2MH
S2,青椒籽,tri,1,266,HH_HH_HH,,,38,S2_38_1,HH,HH,HH,yinping,yinping,yinshang,2+1LL
S2,造船厂,tri,tri,267,RF_RF_HH,,,28,S2_28_tri,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S2,小樱桃,tri,3,268,HH_HH_RF,,,37,S2_37_3,HH,HH,RF,yinshang,yinping,yangping,1+2MH
S2,小黄瓜,tri,3,270,HH_RF_HH,,,1,S2_1_3,HH,RF,HH,yinshang,yangping,yinping,1+2MH
S2,黄瓜籽,tri,di_3,274,RF_HH_HH,,,11,S2_11_di_3,RF,HH,HH,yangping,yinping,yinshang,2+1LL
S2,采杨梅,tri,1,275,HH_RF_RF,,,15,S2_15_1,HH,RF,RF,yinshang,yangping,yangping,1+2VO
S2,买黄瓜,tri,di_3,277,LH_RF_HH,,,18,S2_18_di_3,LH,RF,HH,yangshang,yangping,yinping,1+2VO
S2,新书房,tri,di_3,279,HH_HH_RF,,,19,S2_19_di_3,HH,HH,RF,yinping,yinping,yangping,1+2MH
S2,苦瓜籽,tri,3,280,HH_HH_HH,,,17,S2_17_3,HH,HH,HH,yinshang,yinping,yinshang,2+1LL
S2,老杨梅,tri,tri,281,RF_RF_RF,,,8,S2_8_tri,RF,RF,RF,yangshang,yangping,yangping,1+2MH
S2,小杨梅,tri,1,282,HH_RF_RF,,,12,S2_12_1,HH,RF,RF,yinshang,yangping,yangping,1+2MH
S2,樱桃籽,tri,2,283,HH_RF_HH,,,9,S2_9_2,HH,RF,HH,yinping,yangping,yinshang,2+1LL
S2,小樱桃,tri,tri,284,HH_HH_RF,,,37,S2_37_tri,HH,HH,RF,yinshang,yinping,yangping,1+2MH
S2,新手机,tri,di_3,286,HH_HH_HH,,,35,S2_35_di_3,HH,HH,HH,yinping,yinshang,yinping,1+2MH
S2,买青椒,tri,di_3,288,LH_HH_HH,,,4,S2_4_di_3,LH,HH,HH,yangshang,yinping,yinping,1+2VO
S2,买茶人,tri,3,289,LH_RF_RF,,,41,S2_41_3,LH,RF,RF,yangshang,yangping,yangping,2+1VL
S2,草莓籽,tri,1,290,HH_RF_HH,,,10,S2_10_1,HH,RF,HH,yinshang,yangping,yinshang,2+1LL
S2,黄瓜籽,tri,2,292,RF_HH_HH,,,11,S2_11_2,RF,HH,HH,yangping,yinping,yinshang,2+1LL
S2,开门人,tri,tri,294,HH_RF_RF,,,21,S2_21_tri,HH,RF,RF,yinping,yangping,yangping,2+1VL
S2,新书房,tri,2,295,HH_HH_RF,,,19,S2_19_2,HH,HH,RF,yinping,yinping,yangping,1+2MH
S2,采樱花,tri,tri,296,HH_HH_HH,,,33,S2_33_tri,HH,HH,HH,yinshang,yinping,yinping,1+2VO
S2,黄瓜籽,tri,tri,297,RF_HH_HH,,,11,S2_11_tri,RF,HH,HH,yangping,yinping,yinshang,2+1LL
S2,苦瓜皮,tri,3,298,HH_HH_RF,,,31,S2_31_3,HH,HH,RF,yinshang,yinping,yangping,2+1LL
S2,黄瓜皮,tri,tri,300,RF_HH_RF,,,20,S2_20_tri,RF,HH,RF,yangping,yinping,yangping,2+1LL
S2,采梅花,tri,di_3,301,HH_RF_HH,,,3,S2_3_di_3,HH,RF,HH,yinshang,yangping,yinping,1+2VO
S2,小苦瓜,tri,1,302,HH_HH_HH,,,34,S2_34_1,HH,HH,HH,yinshang,yinshang,yinping,1+2MH
S2,新书房,tri,1,304,HH_HH_RF,,,19,S2_19_1,HH,HH,RF,yinping,yinping,yangping,1+2MH
S2,开锁人,tri,1,305,HH_HH_RF,,,43,S2_43_1,HH,HH,RF,yinping,yinshang,yangping,2+1VL
S2,苦瓜籽,tri,2,306,HH_HH_HH,,,17,S2_17_2,HH,HH,HH,yinshang,yinping,yinshang,2+1LL
S2,新手链,tri,di_3,307,HH_HH_RF,,,27,S2_27_di_3,HH,HH,RF,yinping,yinshang,yangqu,1+2MH
S2,采梅花,tri,1,308,HH_RF_HH,,,3,S2_3_1,HH,RF,HH,yinshang,yangping,yinping,1+2VO
S2,老杨梅,tri,3,311,RF_RF_RF,,,8,S2_8_3,RF,RF,RF,yangshang,yangping,yangping,1+2MH
S2,小苦瓜,tri,2,315,HH_HH_HH,,,34,S2_34_2,HH,HH,HH,yinshang,yinshang,yinping,1+2MH
S2,采杨梅,tri,3,318,HH_RF_RF,,,15,S2_15_3,HH,RF,RF,yinshang,yangping,yangping,1+2VO
S2,水牛毛,tri,2,322,HH_RF_RF,,,25,S2_25_2,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S2,新皮鞋,tri,1,324,HH_RF_RF,,,14,S2_14_1,HH,RF,RF,yinping,yangping,yangping,1+2MH
S2,买黄瓜,tri,1,326,LH_RF_HH,,,18,S2_18_1,LH,RF,HH,yangshang,yangping,yinping,1+2VO
S2,新手链,tri,tri,327,HH_HH_RF,,,27,S2_27_tri,HH,HH,RF,yinping,yinshang,yangqu,1+2MH
S2,小苦瓜,tri,di_3,328,HH_HH_HH,,,34,S2_34_di_3,HH,HH,HH,yinshang,yinshang,yinping,1+2MH
S2,修门工,tri,tri,330,HH_RF_HH,,,7,S2_7_tri,HH,RF,HH,yinping,yangping,yinping,2+1VL
S2,杨桃皮,tri,2,331,RF_RF_RF,,,26,S2_26_2,RF,RF,RF,yangping,yangping,yangping,2+1LL
S2,小水牛,tri,di_3,332,HH_HH_RF,,,39,S2_39_di_3,HH,HH,RF,yinshang,yinshang,yangping,1+2MH
S2,买樱桃,tri,1,333,LH_HH_RF,,,24,S2_24_1,LH,HH,RF,yangshang,yinping,yangping,1+2VO
S2,买杨梅,tri,1,334,LH_RF_RF,,,32,S2_32_1,LH,RF,RF,yangshang,yangping,yangping,1+2VO
S3,修车工,tri,3,1,HL_HH_HH,,,36,S3_36_3,HL,HH,HH,yinping,yinping,yinping,2+1VL
S3,造船厂,tri,3,2,RF_RF_HH,,,28,S3_28_3,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S3,买花人,tri,1,3,LH_HH_RF,,,22,S3_22_1,LH,HH,RF,yangshang,yinping,yangping,2+1VL
S3,修车工,tri,di_3,4,HL_HH_HH,,,36,S3_36_di_3,HL,HH,HH,yinping,yinping,yinping,2+1VL
S3,买茶人,tri,tri,6,LH_RF_RF,,,41,S3_41_tri,LH,RF,RF,yangshang,yangping,yangping,2+1VL
S3,老青椒,tri,3,7,RF_HH_HH,,,2,S3_2_3,RF,HH,HH,yangshang,yinping,yinping,1+2MH
S3,小苦瓜,tri,tri,8,HH_HH_HH,,,34,S3_34_tri,HH,HH,HH,yinshang,yinshang,yinping,1+2MH
S3,买杨梅,tri,3,9,LH_RF_LH,,,32,S3_32_3,LH,RF,LH,yangshang,yangping,yangping,1+2VO
S3,老黄瓜,tri,di_3,10,RF_RF_HH,,,16,S3_16_di_3,RF,RF,HH,yangshang,yangping,yinping,1+2MH
S3,小樱桃,tri,1,12,HH_HH_RF,,,37,S3_37_1,HH,HH,RF,yinshang,yinping,yangping,1+2MH
S3,黄瓜籽,tri,3,13,RF_HH_HH,,,11,S3_11_3,RF,HH,HH,yangping,yinping,yinshang,2+1LL
